 Area , Condition , Age Group , Sex , Year , Rate , Rate CV , Rate_95%_CI_Lower , Rate_95%_CI_Upper , Number , Population 
Canada,Diabetes,'65-79',Both sexes,2013,25.07,0.1,25.02,25.12,"1,051,680","4,195,390"
Canada,Diabetes,'80+',Both sexes,2013,27.56,0.15,27.48,27.64,"454,090","1,647,760"
Canada,Diabetes,'1+',Females,2013,7.61,0.08,7.6,7.62,"1,385,530","18,204,960"
Canada,Diabetes,'1-19',Females,2013,0.33,0.92,0.32,0.33,"11,900","3,655,230"
Canada,Diabetes,'20-34',Females,2013,1.2,0.48,1.19,1.21,"44,260","3,696,020"
Canada,Diabetes,'35-49',Females,2013,4.39,0.25,4.37,4.41,"166,460","3,792,330"
Canada,Diabetes,'50-64',Females,2013,11.09,0.15,11.06,11.12,"429,460","3,872,180"
Canada,Diabetes,'65-79',Females,2013,21.91,0.14,21.85,21.98,"478,310","2,182,590"
Canada,Diabetes,'80+',Females,2013,25.35,0.2,25.25,25.45,"255,140","1,006,600"
Canada,Diabetes,'1+',Males,2013,8.73,0.08,8.72,8.74,"1,560,610","17,876,780"
Canada,Diabetes,'1-19',Males,2013,0.34,0.87,0.34,0.35,"13,120","3,843,930"
Canada,Diabetes,'20-34',Males,2013,1.05,0.5,1.04,1.06,"39,320","3,755,430"
Canada,Diabetes,'35-49',Males,2013,4.89,0.23,4.87,4.92,"185,190","3,783,850"
Canada,Diabetes,'50-64',Males,2013,14.34,0.13,14.3,14.38,"550,670","3,839,650"
Canada,Diabetes,'65-79',Males,2013,28.49,0.13,28.41,28.56,"573,370","2,012,800"
Canada,Diabetes,'80+',Males,2013,31.03,0.22,30.89,31.17,"198,940","641,140"
Canada,Diabetes,'1+',Both sexes,2014,8.36,0.06,8.35,8.37,"3,050,890","36,487,910"
Canada,Diabetes,'1-19',Both sexes,2014,0.33,0.63,0.33,0.34,"25,070","7,518,690"
Canada,Diabetes,'20-34',Both sexes,2014,1.13,0.34,1.12,1.14,"85,300","7,535,460"
Canada,Diabetes,'35-49',Both sexes,2014,4.7,0.17,4.68,4.71,"354,420","7,547,530"
Canada,Diabetes,'50-64',Both sexes,2014,12.83,0.1,12.8,12.85,"1,006,400","7,846,530"
Canada,Diabetes,'65-79',Both sexes,2014,25.27,0.1,25.22,25.31,"1,104,710","4,372,460"
Canada,Diabetes,'80+',Both sexes,2014,28.49,0.15,28.41,28.57,"475,020","1,667,260"
Canada,Diabetes,'1+',Females,2014,7.78,0.08,7.77,7.8,"1,432,450","18,405,590"
Canada,Diabetes,'1-19',Females,2014,0.33,0.91,0.32,0.33,"11,950","3,665,790"
Canada,Diabetes,'20-34',Females,2014,1.2,0.47,1.19,1.22,"44,960","3,734,640"
Canada,Diabetes,'35-49',Females,2014,4.45,0.24,4.42,4.47,"168,060","3,780,490"
Canada,Diabetes,'50-64',Females,2014,11.2,0.15,11.17,11.23,"441,230","3,939,020"
Canada,Diabetes,'65-79',Females,2014,22.07,0.14,22.01,22.13,"501,310","2,271,680"
Canada,Diabetes,'80+',Females,2014,26.13,0.19,26.03,26.23,"264,940","1,013,970"
Canada,Diabetes,'1+',Males,2014,8.95,0.08,8.94,8.96,"1,618,450","18,082,330"
Canada,Diabetes,'1-19',Males,2014,0.34,0.87,0.33,0.35,"13,110","3,852,900"
Canada,Diabetes,'20-34',Males,2014,1.06,0.5,1.05,1.07,"40,340","3,800,820"
Canada,Diabetes,'35-49',Males,2014,4.95,0.23,4.92,4.97,"186,360","3,767,040"
Canada,Diabetes,'50-64',Males,2014,14.46,0.13,14.43,14.5,"565,150","3,907,490"
Canada,Diabetes,'65-79',Males,2014,28.72,0.13,28.65,28.79,"603,390","2,100,770"
Canada,Diabetes,'80+',Males,2014,32.16,0.22,32.02,32.3,"210,080","653,290"
Canada,Diabetes,'1+',Both sexes,2015,8.58,0.06,8.57,8.59,"3,064,640","35,712,330"
Canada,Diabetes,'1-19',Both sexes,2015,0.33,0.64,0.33,0.34,"24,170","7,266,140"
Canada,Diabetes,'20-34',Both sexes,2015,1.15,0.34,1.14,1.16,"84,380","7,325,380"
Canada,Diabetes,'35-49',Both sexes,2015,4.75,0.17,4.73,4.76,"348,280","7,337,790"
Canada,Diabetes,'50-64',Both sexes,2015,13.01,0.1,12.98,13.03,"1,003,490","7,715,700"
Canada,Diabetes,'65-79',Both sexes,2015,25.42,0.09,25.37,25.46,"1,125,040","4,426,250"
Canada,Diabetes,'80+',Both sexes,2015,29.21,0.14,29.12,29.29,"479,300","1,641,080"
Canada,Diabetes,'1+',Females,2015,7.97,0.08,7.96,7.99,"1,436,600","18,019,100"
Canada,Diabetes,'1-19',Females,2015,0.32,0.93,0.32,0.33,"11,500","3,541,510"
Canada,Diabetes,'20-34',Females,2015,1.23,0.47,1.21,1.24,"44,520","3,631,780"
Canada,Diabetes,'35-49',Females,2015,4.5,0.25,4.48,4.52,"165,750","3,682,000"
Canada,Diabetes,'50-64',Females,2015,11.36,0.15,11.32,11.39,"439,920","3,873,260"
Canada,Diabetes,'65-79',Females,2015,22.18,0.14,22.12,22.24,"509,840","2,298,610"
Canada,Diabetes,'80+',Females,2015,26.72,0.19,26.62,26.82,"265,060","991,920"
Canada,Diabetes,'1+',Males,2015,9.2,0.08,9.19,9.22,"1,628,050","17,693,240"
Canada,Diabetes,'1-19',Males,2015,0.34,0.89,0.33,0.35,"12,660","3,724,620"
Canada,Diabetes,'20-34',Males,2015,1.08,0.5,1.07,1.09,"39,850","3,693,590"
Canada,Diabetes,'35-49',Males,2015,4.99,0.23,4.97,5.02,"182,540","3,655,800"
Canada,Diabetes,'50-64',Males,2015,14.67,0.13,14.63,14.71,"563,560","3,842,430"
Canada,Diabetes,'65-79',Males,2015,28.91,0.13,28.84,28.99,"615,190","2,127,620"
Canada,Diabetes,'80+',Males,2015,33,0.22,32.86,33.14,"214,240","649,160"
Newfoundland and Labrador,Diabetes,'1+',Both sexes,2000,5.5,0.59,5.44,5.57,"28,790","522,980"
Newfoundland and Labrador,Diabetes,'1-19',Both sexes,2000,0.44,4.23,0.4,0.47,560,"128,540"
Newfoundland and Labrador,Diabetes,'20-34',Both sexes,2000,1.06,2.94,1,1.12,"1,160","109,740"
Newfoundland and Labrador,Diabetes,'35-49',Both sexes,2000,3.12,1.56,3.03,3.22,"4,120","131,990"
Newfoundland and Labrador,Diabetes,'50-64',Both sexes,2000,10.37,1.03,10.16,10.58,"9,340","90,110"
Newfoundland and Labrador,Diabetes,'65-79',Both sexes,2000,21.03,1,20.62,21.44,"10,070","47,890"
Newfoundland and Labrador,Diabetes,'80+',Both sexes,2000,24.17,1.68,23.38,24.98,"3,560","14,730"
Newfoundland and Labrador,Diabetes,'1+',Females,2000,5.68,0.82,5.59,5.77,"15,040","264,850"
Newfoundland and Labrador,Diabetes,'1-19',Females,2000,0.43,6.09,0.38,0.48,270,"62,800"
Newfoundland and Labrador,Diabetes,'20-34',Females,2000,1.14,3.98,1.05,1.23,630,"55,370"
Newfoundland and Labrador,Diabetes,'35-49',Females,2000,3.03,2.22,2.9,3.17,"2,030","66,980"
Newfoundland and Labrador,Diabetes,'50-64',Females,2000,9.77,1.51,9.49,10.07,"4,390","44,920"
Newfoundland and Labrador,Diabetes,'65-79',Females,2000,21.25,1.36,20.69,21.83,"5,390","25,360"
Newfoundland and Labrador,Diabetes,'80+',Females,2000,24.73,2.07,23.74,25.76,"2,330","9,420"
Newfoundland and Labrador,Diabetes,'1+',Males,2000,5.33,0.85,5.24,5.42,"13,750","258,140"
Newfoundland and Labrador,Diabetes,'1-19',Males,2000,0.44,5.87,0.39,0.49,290,"65,740"
Newfoundland and Labrador,Diabetes,'20-34',Males,2000,0.97,4.34,0.89,1.06,530,"54,370"
Newfoundland and Labrador,Diabetes,'35-49',Males,2000,3.21,2.19,3.08,3.36,"2,090","65,020"
Newfoundland and Labrador,Diabetes,'50-64',Males,2000,10.94,1.42,10.63,11.25,"4,940","45,170"
Newfoundland and Labrador,Diabetes,'65-79',Males,2000,20.74,1.46,20.15,21.34,"4,670","22,520"
Newfoundland and Labrador,Diabetes,'80+',Males,2000,23.16,2.85,21.89,24.5,"1,230","5,310"
Newfoundland and Labrador,Diabetes,'1+',Both sexes,2001,5.93,0.57,5.86,6,"30,680","517,360"
Newfoundland and Labrador,Diabetes,'1-19',Both sexes,2001,0.45,4.23,0.41,0.49,560,"124,310"
Newfoundland and Labrador,Diabetes,'20-34',Both sexes,2001,1.16,2.86,1.1,1.23,"1,220","105,220"
Newfoundland and Labrador,Diabetes,'35-49',Both sexes,2001,3.25,1.53,3.16,3.35,"4,250","130,590"
Newfoundland and Labrador,Diabetes,'50-64',Both sexes,2001,10.83,0.99,10.62,11.05,"10,140","93,610"
Newfoundland and Labrador,Diabetes,'65-79',Both sexes,2001,21.99,0.97,21.57,22.41,"10,610","48,250"
Newfoundland and Labrador,Diabetes,'80+',Both sexes,2001,25.31,1.6,24.52,26.12,"3,890","15,370"
Newfoundland and Labrador,Diabetes,'1+',Females,2001,6.09,0.79,6,6.19,"16,000","262,520"
Newfoundland and Labrador,Diabetes,'1-19',Females,2001,0.43,6.2,0.38,0.48,260,"60,660"
Newfoundland and Labrador,Diabetes,'20-34',Females,2001,1.24,3.89,1.14,1.33,660,"53,410"
Newfoundland and Labrador,Diabetes,'35-49',Females,2001,3.22,2.16,3.09,3.36,"2,140","66,410"
Newfoundland and Labrador,Diabetes,'50-64',Females,2001,10.18,1.45,9.89,10.47,"4,770","46,850"
Newfoundland and Labrador,Diabetes,'65-79',Females,2001,21.98,1.34,21.41,22.57,"5,610","25,520"
Newfoundland and Labrador,Diabetes,'80+',Females,2001,26.29,1.98,25.28,27.34,"2,540","9,660"
Newfoundland and Labrador,Diabetes,'1+',Males,2001,5.76,0.83,5.66,5.85,"14,670","254,830"
Newfoundland and Labrador,Diabetes,'1-19',Males,2001,0.47,5.77,0.42,0.53,300,"63,650"
Newfoundland and Labrador,Diabetes,'20-34',Males,2001,1.06,4.26,0.97,1.15,550,"51,810"
Newfoundland and Labrador,Diabetes,'35-49',Males,2001,3.29,2.18,3.15,3.43,"2,110","64,190"
Newfoundland and Labrador,Diabetes,'50-64',Males,2001,11.47,1.37,11.16,11.78,"5,360","46,750"
Newfoundland and Labrador,Diabetes,'65-79',Males,2001,21.96,1.42,21.36,22.58,"4,990","22,720"
Newfoundland and Labrador,Diabetes,'80+',Males,2001,23.78,2.71,22.53,25.07,"1,360","5,720"
Newfoundland and Labrador,Diabetes,'1+',Both sexes,2002,6.36,0.55,6.29,6.43,"32,750","514,850"
Newfoundland and Labrador,Diabetes,'1-19',Both sexes,2002,0.48,4.15,0.44,0.52,580,"120,630"
Newfoundland and Labrador,Diabetes,'20-34',Both sexes,2002,1.24,2.8,1.18,1.31,"1,280","102,840"
Newfoundland and Labrador,Diabetes,'35-49',Both sexes,2002,3.45,1.5,3.35,3.55,"4,470","129,510"
Newfoundland and Labrador,Diabetes,'50-64',Both sexes,2002,11.3,0.95,11.09,11.51,"10,990","97,290"
Newfoundland and Labrador,Diabetes,'65-79',Both sexes,2002,22.99,0.94,22.56,23.42,"11,200","48,720"
Newfoundland and Labrador,Diabetes,'80+',Both sexes,2002,26.7,1.54,25.9,27.52,"4,240","15,880"
Newfoundland and Labrador,Diabetes,'1+',Females,2002,6.5,0.77,6.41,6.6,"16,990","261,270"
Newfoundland and Labrador,Diabetes,'1-19',Females,2002,0.46,6.09,0.41,0.52,270,"58,780"
Newfoundland and Labrador,Diabetes,'20-34',Females,2002,1.32,3.81,1.23,1.43,690,"52,130"
Newfoundland and Labrador,Diabetes,'35-49',Females,2002,3.4,2.11,3.26,3.54,"2,240","65,940"
Newfoundland and Labrador,Diabetes,'50-64',Females,2002,10.56,1.39,10.28,10.85,"5,150","48,760"
Newfoundland and Labrador,Diabetes,'65-79',Females,2002,23.01,1.3,22.43,23.61,"5,910","25,680"
Newfoundland and Labrador,Diabetes,'80+',Females,2002,27.35,1.91,26.34,28.4,"2,730","9,980"
Newfoundland and Labrador,Diabetes,'1+',Males,2002,6.21,0.8,6.12,6.31,"15,760","253,590"
Newfoundland and Labrador,Diabetes,'1-19',Males,2002,0.49,5.77,0.43,0.54,300,"61,850"
Newfoundland and Labrador,Diabetes,'20-34',Males,2002,1.16,4.12,1.07,1.26,590,"50,710"
Newfoundland and Labrador,Diabetes,'35-49',Males,2002,3.51,2.12,3.36,3.66,"2,230","63,570"
Newfoundland and Labrador,Diabetes,'50-64',Males,2002,12.05,1.31,11.75,12.37,"5,850","48,530"
Newfoundland and Labrador,Diabetes,'65-79',Males,2002,22.96,1.37,22.35,23.59,"5,290","23,040"
Newfoundland and Labrador,Diabetes,'80+',Males,2002,25.51,2.58,24.24,26.83,"1,500","5,880"
Newfoundland and Labrador,Diabetes,'1+',Both sexes,2003,6.74,0.54,6.67,6.81,"34,630","513,850"
Newfoundland and Labrador,Diabetes,'1-19',Both sexes,2003,0.49,4.15,0.45,0.54,580,"117,310"
Newfoundland and Labrador,Diabetes,'20-34',Both sexes,2003,1.28,2.77,1.21,1.36,"1,300","101,280"
Newfoundland and Labrador,Diabetes,'35-49',Both sexes,2003,3.58,1.47,3.48,3.68,"4,600","128,550"
Newfoundland and Labrador,Diabetes,'50-64',Both sexes,2003,11.66,0.92,11.46,11.88,"11,800","101,160"
Newfoundland and Labrador,Diabetes,'65-79',Both sexes,2003,24.02,0.92,23.59,24.45,"11,870","49,420"
Newfoundland and Labrador,Diabetes,'80+',Both sexes,2003,27.7,1.5,26.89,28.53,"4,460","16,100"
Newfoundland and Labrador,Diabetes,'1+',Females,2003,6.88,0.75,6.78,6.98,"17,930","260,630"
Newfoundland and Labrador,Diabetes,'1-19',Females,2003,0.47,6.09,0.42,0.53,270,"57,180"
Newfoundland and Labrador,Diabetes,'20-34',Females,2003,1.39,3.75,1.29,1.49,710,"51,130"
Newfoundland and Labrador,Diabetes,'35-49',Females,2003,3.59,2.06,3.44,3.73,"2,350","65,520"
Newfoundland and Labrador,Diabetes,'50-64',Females,2003,10.87,1.35,10.59,11.17,"5,510","50,670"
Newfoundland and Labrador,Diabetes,'65-79',Females,2003,23.95,1.27,23.36,24.55,"6,220","25,970"
Newfoundland and Labrador,Diabetes,'80+',Females,2003,28.28,1.87,27.25,29.33,"2,870","10,150"
Newfoundland and Labrador,Diabetes,'1+',Males,2003,6.59,0.77,6.49,6.69,"16,690","253,210"
Newfoundland and Labrador,Diabetes,'1-19',Males,2003,0.52,5.68,0.46,0.58,310,"60,130"
Newfoundland and Labrador,Diabetes,'20-34',Males,2003,1.18,4.12,1.08,1.28,590,"50,150"
Newfoundland and Labrador,Diabetes,'35-49',Males,2003,3.55,2.11,3.41,3.7,"2,240","63,030"
Newfoundland and Labrador,Diabetes,'50-64',Males,2003,12.48,1.26,12.17,12.79,"6,300","50,500"
Newfoundland and Labrador,Diabetes,'65-79',Males,2003,24.1,1.33,23.48,24.74,"5,650","23,440"
Newfoundland and Labrador,Diabetes,'80+',Males,2003,26.8,2.5,25.5,28.15,"1,600","5,970"
Newfoundland and Labrador,Diabetes,'1+',Both sexes,2004,7.2,0.52,7.13,7.27,"36,920","512,810"
Newfoundland and Labrador,Diabetes,'1-19',Both sexes,2004,0.52,4.12,0.48,0.56,590,"114,190"
Newfoundland and Labrador,Diabetes,'20-34',Both sexes,2004,1.39,2.68,1.32,1.47,"1,390","99,850"
Newfoundland and Labrador,Diabetes,'35-49',Both sexes,2004,3.75,1.45,3.65,3.86,"4,770","127,120"
Newfoundland and Labrador,Diabetes,'50-64',Both sexes,2004,12.18,0.88,11.97,12.4,"12,780","104,900"
Newfoundland and Labrador,Diabetes,'65-79',Both sexes,2004,25.06,0.89,24.63,25.5,"12,670","50,550"
Newfoundland and Labrador,Diabetes,'80+',Both sexes,2004,29.16,1.45,28.34,30,"4,730","16,220"
Newfoundland and Labrador,Diabetes,'1+',Females,2004,7.33,0.72,7.23,7.44,"19,070","260,090"
Newfoundland and Labrador,Diabetes,'1-19',Females,2004,0.52,5.87,0.46,0.58,290,"55,700"
Newfoundland and Labrador,Diabetes,'20-34',Females,2004,1.47,3.68,1.37,1.58,740,"50,260"
Newfoundland and Labrador,Diabetes,'35-49',Females,2004,3.77,2.02,3.62,3.92,"2,440","64,770"
Newfoundland and Labrador,Diabetes,'50-64',Females,2004,11.32,1.3,11.04,11.61,"5,950","52,550"
Newfoundland and Labrador,Diabetes,'65-79',Females,2004,24.99,1.23,24.39,25.6,"6,620","26,490"
Newfoundland and Labrador,Diabetes,'80+',Females,2004,29.42,1.82,28.38,30.48,"3,030","10,300"
Newfoundland and Labrador,Diabetes,'1+',Males,2004,7.06,0.75,6.96,7.17,"17,850","252,730"
Newfoundland and Labrador,Diabetes,'1-19',Males,2004,0.51,5.77,0.46,0.57,300,"58,480"
Newfoundland and Labrador,Diabetes,'20-34',Males,2004,1.31,3.92,1.21,1.42,650,"49,580"
Newfoundland and Labrador,Diabetes,'35-49',Males,2004,3.74,2.07,3.59,3.89,"2,330","62,350"
Newfoundland and Labrador,Diabetes,'50-64',Males,2004,13.05,1.21,12.74,13.36,"6,830","52,350"
Newfoundland and Labrador,Diabetes,'65-79',Males,2004,25.16,1.29,24.53,25.8,"6,050","24,050"
Newfoundland and Labrador,Diabetes,'80+',Males,2004,28.76,2.43,27.41,30.17,"1,700","5,910"
Newfoundland and Labrador,Diabetes,'1+',Both sexes,2005,7.69,0.5,7.62,7.77,"39,220","509,840"
Newfoundland and Labrador,Diabetes,'1-19',Both sexes,2005,0.52,4.15,0.48,0.57,580,"110,980"
Newfoundland and Labrador,Diabetes,'20-34',Both sexes,2005,1.48,2.64,1.41,1.56,"1,440","97,230"
Newfoundland and Labrador,Diabetes,'35-49',Both sexes,2005,3.99,1.41,3.88,4.1,"5,000","125,260"
Newfoundland and Labrador,Diabetes,'50-64',Both sexes,2005,12.67,0.85,12.46,12.88,"13,740","108,460"
Newfoundland and Labrador,Diabetes,'65-79',Both sexes,2005,25.98,0.86,25.54,26.42,"13,400","51,580"
Newfoundland and Labrador,Diabetes,'80+',Both sexes,2005,30.91,1.41,30.06,31.77,"5,050","16,340"
Newfoundland and Labrador,Diabetes,'1+',Females,2005,7.82,0.7,7.71,7.93,"20,210","258,540"
Newfoundland and Labrador,Diabetes,'1-19',Females,2005,0.54,5.87,0.48,0.6,290,"54,140"
Newfoundland and Labrador,Diabetes,'20-34',Females,2005,1.58,3.6,1.47,1.69,770,"48,800"
Newfoundland and Labrador,Diabetes,'35-49',Females,2005,4.07,1.96,3.91,4.23,"2,600","63,940"
Newfoundland and Labrador,Diabetes,'50-64',Females,2005,11.8,1.25,11.51,12.09,"6,410","54,340"
Newfoundland and Labrador,Diabetes,'65-79',Females,2005,25.73,1.2,25.13,26.35,"6,930","26,930"
Newfoundland and Labrador,Diabetes,'80+',Females,2005,30.93,1.76,29.87,32.02,"3,220","10,410"
Newfoundland and Labrador,Diabetes,'1+',Males,2005,7.56,0.73,7.46,7.67,"19,010","251,310"
Newfoundland and Labrador,Diabetes,'1-19',Males,2005,0.51,5.87,0.45,0.57,290,"56,850"
Newfoundland and Labrador,Diabetes,'20-34',Males,2005,1.38,3.86,1.28,1.49,670,"48,440"
Newfoundland and Labrador,Diabetes,'35-49',Males,2005,3.91,2.04,3.76,4.07,"2,400","61,330"
Newfoundland and Labrador,Diabetes,'50-64',Males,2005,13.53,1.17,13.22,13.84,"7,320","54,100"
Newfoundland and Labrador,Diabetes,'65-79',Males,2005,26.29,1.24,25.65,26.94,"6,480","24,650"
Newfoundland and Labrador,Diabetes,'80+',Males,2005,30.92,2.33,29.53,32.37,"1,840","5,950"
Newfoundland and Labrador,Diabetes,'1+',Both sexes,2006,8.21,0.49,8.13,8.29,"41,550","506,170"
Newfoundland and Labrador,Diabetes,'1-19',Both sexes,2006,0.53,4.19,0.49,0.57,570,"107,720"
Newfoundland and Labrador,Diabetes,'20-34',Both sexes,2006,1.54,2.63,1.46,1.62,"1,450","94,300"
Newfoundland and Labrador,Diabetes,'35-49',Both sexes,2006,4.21,1.39,4.09,4.32,"5,180","123,160"
Newfoundland and Labrador,Diabetes,'50-64',Both sexes,2006,13.15,0.83,12.93,13.36,"14,660","111,510"
Newfoundland and Labrador,Diabetes,'65-79',Both sexes,2006,26.98,0.84,26.54,27.43,"14,180","52,550"
Newfoundland and Labrador,Diabetes,'80+',Both sexes,2006,32.54,1.35,31.69,33.42,"5,500","16,900"
Newfoundland and Labrador,Diabetes,'1+',Females,2006,8.31,0.68,8.2,8.43,"21,360","256,930"
Newfoundland and Labrador,Diabetes,'1-19',Females,2006,0.51,6.09,0.46,0.58,270,"52,470"
Newfoundland and Labrador,Diabetes,'20-34',Females,2006,1.64,3.58,1.53,1.76,780,"47,440"
Newfoundland and Labrador,Diabetes,'35-49',Females,2006,4.26,1.93,4.1,4.42,"2,680","62,960"
Newfoundland and Labrador,Diabetes,'50-64',Females,2006,12.31,1.2,12.02,12.6,"6,890","55,990"
Newfoundland and Labrador,Diabetes,'65-79',Females,2006,26.53,1.17,25.92,27.15,"7,250","27,330"
Newfoundland and Labrador,Diabetes,'80+',Females,2006,32.46,1.7,31.39,33.56,"3,480","10,720"
Newfoundland and Labrador,Diabetes,'1+',Males,2006,8.1,0.7,7.99,8.21,"20,190","249,240"
Newfoundland and Labrador,Diabetes,'1-19',Males,2006,0.54,5.77,0.48,0.61,300,"55,240"
Newfoundland and Labrador,Diabetes,'20-34',Males,2006,1.41,3.89,1.3,1.52,660,"46,860"
Newfoundland and Labrador,Diabetes,'35-49',Males,2006,4.15,2,3.99,4.32,"2,500","60,200"
Newfoundland and Labrador,Diabetes,'50-64',Males,2006,14,1.13,13.69,14.31,"7,770","55,510"
Newfoundland and Labrador,Diabetes,'65-79',Males,2006,27.47,1.2,26.82,28.12,"6,930","25,230"
Newfoundland and Labrador,Diabetes,'80+',Males,2006,32.69,2.22,31.28,34.14,"2,020","6,180"
Newfoundland and Labrador,Diabetes,'1+',Both sexes,2007,8.6,0.48,8.52,8.68,"43,390","504,510"
Newfoundland and Labrador,Diabetes,'1-19',Both sexes,2007,0.55,4.15,0.5,0.59,580,"105,990"
Newfoundland and Labrador,Diabetes,'20-34',Both sexes,2007,1.58,2.63,1.5,1.66,"1,450","91,980"
Newfoundland and Labrador,Diabetes,'35-49',Both sexes,2007,4.36,1.38,4.24,4.48,"5,280","121,140"
Newfoundland and Labrador,Diabetes,'50-64',Both sexes,2007,13.39,0.81,13.18,13.61,"15,310","114,320"
Newfoundland and Labrador,Diabetes,'65-79',Both sexes,2007,27.88,0.82,27.43,28.33,"15,010","53,840"
Newfoundland and Labrador,Diabetes,'80+',Both sexes,2007,33.43,1.32,32.57,34.3,"5,760","17,230"
Newfoundland and Labrador,Diabetes,'1+',Females,2007,8.69,0.67,8.57,8.8,"22,280","256,490"
Newfoundland and Labrador,Diabetes,'1-19',Females,2007,0.54,5.98,0.48,0.61,280,"51,580"
Newfoundland and Labrador,Diabetes,'20-34',Females,2007,1.68,3.58,1.56,1.8,780,"46,500"
Newfoundland and Labrador,Diabetes,'35-49',Females,2007,4.41,1.91,4.25,4.58,"2,730","61,880"
Newfoundland and Labrador,Diabetes,'50-64',Females,2007,12.54,1.18,12.25,12.83,"7,220","57,570"
Newfoundland and Labrador,Diabetes,'65-79',Females,2007,27.3,1.14,26.69,27.92,"7,650","28,020"
Newfoundland and Labrador,Diabetes,'80+',Females,2007,33.09,1.66,32.02,34.19,"3,620","10,940"
Newfoundland and Labrador,Diabetes,'1+',Males,2007,8.52,0.69,8.4,8.63,"21,130","248,040"
Newfoundland and Labrador,Diabetes,'1-19',Males,2007,0.55,5.77,0.49,0.62,300,"54,400"
Newfoundland and Labrador,Diabetes,'20-34',Males,2007,1.47,3.86,1.36,1.59,670,"45,480"
Newfoundland and Labrador,Diabetes,'35-49',Males,2007,4.3,1.98,4.14,4.47,"2,550","59,260"
Newfoundland and Labrador,Diabetes,'50-64',Males,2007,14.26,1.11,13.95,14.57,"8,090","56,750"
Newfoundland and Labrador,Diabetes,'65-79',Males,2007,28.52,1.16,27.87,29.18,"7,370","25,840"
Newfoundland and Labrador,Diabetes,'80+',Males,2007,34.13,2.16,32.7,35.6,"2,150","6,300"
Newfoundland and Labrador,Diabetes,'1+',Both sexes,2008,8.39,0.47,8.31,8.47,"44,800","534,110"
Newfoundland and Labrador,Diabetes,'1-19',Both sexes,2008,0.55,4.12,0.5,0.59,590,"107,910"
Newfoundland and Labrador,Diabetes,'20-34',Both sexes,2008,1.42,2.65,1.35,1.5,"1,420","99,940"
Newfoundland and Labrador,Diabetes,'35-49',Both sexes,2008,4.35,1.36,4.24,4.47,"5,370","123,390"
Newfoundland and Labrador,Diabetes,'50-64',Both sexes,2008,12.78,0.8,12.59,12.99,"15,780","123,430"
Newfoundland and Labrador,Diabetes,'65-79',Both sexes,2008,26.41,0.8,26,26.83,"15,700","59,440"
Newfoundland and Labrador,Diabetes,'80+',Both sexes,2008,29.63,1.3,28.88,30.39,"5,920","19,980"
Newfoundland and Labrador,Diabetes,'1+',Females,2008,8.45,0.66,8.35,8.56,"22,850","270,270"
Newfoundland and Labrador,Diabetes,'1-19',Females,2008,0.53,5.98,0.47,0.6,280,"52,700"
Newfoundland and Labrador,Diabetes,'20-34',Females,2008,1.5,3.65,1.4,1.62,750,"49,850"
Newfoundland and Labrador,Diabetes,'35-49',Females,2008,4.41,1.91,4.24,4.57,"2,750","62,400"
Newfoundland and Labrador,Diabetes,'50-64',Females,2008,12.02,1.16,11.75,12.3,"7,470","62,150"
Newfoundland and Labrador,Diabetes,'65-79',Females,2008,25.79,1.13,25.22,26.36,"7,880","30,560"
Newfoundland and Labrador,Diabetes,'80+',Females,2008,29.44,1.64,28.5,30.41,"3,710","12,600"
Newfoundland and Labrador,Diabetes,'1+',Males,2008,8.32,0.68,8.21,8.43,"21,940","263,820"
Newfoundland and Labrador,Diabetes,'1-19',Males,2008,0.56,5.68,0.5,0.63,310,"55,220"
Newfoundland and Labrador,Diabetes,'20-34',Males,2008,1.34,3.86,1.24,1.44,670,"50,080"
Newfoundland and Labrador,Diabetes,'35-49',Males,2008,4.3,1.95,4.13,4.46,"2,620","60,990"
Newfoundland and Labrador,Diabetes,'50-64',Males,2008,13.56,1.1,13.27,13.85,"8,310","61,290"
Newfoundland and Labrador,Diabetes,'65-79',Males,2008,27.09,1.13,26.49,27.69,"7,820","28,870"
Newfoundland and Labrador,Diabetes,'80+',Males,2008,30,2.12,28.76,31.27,"2,220","7,400"
Newfoundland and Labrador,Diabetes,'1+',Both sexes,2009,8.7,0.46,8.62,8.78,"46,850","538,610"
Newfoundland and Labrador,Diabetes,'1-19',Both sexes,2009,0.54,4.15,0.5,0.59,580,"107,010"
Newfoundland and Labrador,Diabetes,'20-34',Both sexes,2009,1.44,2.63,1.37,1.52,"1,450","100,680"
Newfoundland and Labrador,Diabetes,'35-49',Both sexes,2009,4.5,1.35,4.39,4.62,"5,520","122,580"
Newfoundland and Labrador,Diabetes,'50-64',Both sexes,2009,13.1,0.78,12.9,13.3,"16,550","126,310"
Newfoundland and Labrador,Diabetes,'65-79',Both sexes,2009,26.85,0.78,26.44,27.26,"16,540","61,610"
Newfoundland and Labrador,Diabetes,'80+',Both sexes,2009,30.33,1.27,29.58,31.09,"6,190","20,410"
Newfoundland and Labrador,Diabetes,'1+',Females,2009,8.75,0.65,8.64,8.86,"23,820","272,170"
Newfoundland and Labrador,Diabetes,'1-19',Females,2009,0.54,5.98,0.48,0.6,280,"52,190"
